"kaynak","kategori","kategori_adi","term","risk_turu","risk_puani","active","baglam_kurali","updated_at"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","ırza","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","ırzdan","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","ırzına","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","ırzını","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","karı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","koca","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","licik","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","liciklik","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem anlatımı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem davranışı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem göndermesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem vurgusu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahrem yakınlaşma","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahremiyeti","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","mahremiyetin","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcen","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcen","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcen anlatımı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcen davranışı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcen göndermesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcen ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcen sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcen vurgusu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","müstehcenlik","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","namus","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","namus","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","namus ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","namus sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","namustan","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","namusu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","namusunu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","namusunun","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","nişanlı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpücük","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşme","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşme anlatımı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşme davranışı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşme göndermesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşme ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşme sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşme vurgusu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşmek","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşmek","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüşmesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","öpüştü","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","romantik ilişki","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","sapık","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","sapıklık","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","sarılıp yatmak","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","sevgili","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz anlatımı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz davranışı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz etme","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz göndermesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","taciz vurgusu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tacizci","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz anlatımı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz davranışı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz etme","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz göndermesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüz vurgusu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","tecavüzü","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","utanca","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","utancı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","utanç","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","utanç ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","utanç sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","utançtan","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","uygunsuz","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","cinsellik_mahremiyet","Cinsellik ve Mahremiyet","yoğun romantik temas","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","challenge","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","challenge anlatımı","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","challenge ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","challenge sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","çocuk güvenliği riski","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","çocuk güvenliği riski ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","çocuk güvenliği riski sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","dolandırıcılık","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","dolandırıcılık anlatımı","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","dolandırıcılık ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","dolandırıcılık sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","gizli fotoğraf","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","gizli fotoğraf anlatımı","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","gizli fotoğraf ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","gizli fotoğraf sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","hacklemek","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","hacklemek anlatımı","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","hacklemek ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","hacklemek sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","izinsiz paylaşım","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","izinsiz paylaşım anlatımı","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","izinsiz paylaşım ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","izinsiz paylaşım sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","karanlık web","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","karanlık web anlatımı","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","karanlık web ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","karanlık web sahnesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","kimlik çalmak","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","kimlik çalmak anlatımı","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
"Sistem","dijital_risk","Dijital Risk ve Hukuk","kimlik çalmak ifadesi","Kelime / ifade","4","True","Uygulanabilir zararlı talimat olup olmadığı kontrol edilir","Sistem varsayılanı"
